번호,제목,링크,글쓴이,작성일,조회,본문,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178
6681806226,다시 보는 클리스만 오늘의 운세.jpg ㅋㅋㅋㅋㅋ,https://www.fmkorea.com/index.php?mid=humor&document_srl=6681806226&search_keyword=%EC%9A%B4%EC%84%B8&search_target=title_content&page=20,임페리어,2024.02.03,2235,좌절금지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350710358,봉은사 찾은 김건희,https://www.fmkorea.com/index.php?mid=politics&document_srl=4350710358&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=235,kao96,2022.02.17,203,"https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=025&aid=0003174312윤석열 국민의힘 대선 후보의 부인인 김건희씨가 17일 봉은사에서 원명 스님 등을 비공개로 만난 것으로 확인됐다. 지난 15일 대선 공식 선거운동 시작 후 첫 외부 행보다. 불교계 등에 따르면 김씨는 이날 오전 11시 서울 강남구 삼성동에 위치한 대한 불교 조계종 소속 봉은사를 찾아 주지 스님인 원명 스님 등 여러 스님과 한 시간가량 차담회를 가졌다.이날 회동 과정을 잘 아는 한 인사는 중앙일보와의 통화에서 “불교신문사 주간인 오심 스님이 김씨와 오랜 인연이 있어 봉은사를 찾게 된 것으로 안다”며 “김씨가 ‘좋은 말씀을 들으러 왔다’고 하자, 스님들께서 ‘상생하고 봉사하라'는 말씀 등 덕담을 많이 하셨다”고 전했다. 이날 만남에 함께했던 한 인사는 “김씨는 주로 듣기만 했으며 ‘말씀 귀담아듣고 잘 실천하겠다’는 취지로 답한 뒤 자리를 떴다”고 말했다. 검정 단발을 한 김씨는 흰색 셔츠에 검은색 긴 치마 정장 차림이었다.국민의힘 선거대책위원회 관계자는 “지난 14일 김장환 목사를 만났을 때는 김씨가 개인적으로 만남을 정한 일정이었지만, 오늘 봉은사 방문은 남편인 윤석열 후보와도 상의한 뒤 간 것으로 안다”고 말했다. 남편인 윤 후보는 이날 오후 서울 강남 유세를 한다.이와 관련해 정치권에선 김 목사를 만난 데 이어 공식 선거기간(2월 15일~3월 8일)인 이날 봉은사를 찾으면서 사실상 내조 행보에 나섰다는 해석이 나온다. 앞서 김씨는 지난 14일 극동방송을 찾은 뒤 취재진에 “천천히 문화·예술·종교 분야에서 공개 행보를 시작하라는 조언이 많아서 검토하고 있다”고 말했다.국민의힘 선대본부 내부에서는 김씨의 공개 행보 여부와 관련해 의견이 갈린다. 윤 후보의 선거운동을 적극적으로 지원해야 한다고 보는 참모들은 김씨가 일부 지지층을 중심으로 ‘팬덤’을 형성한 만큼 윤 후보와 시너지를 낼 수 있다고 본다.반면 김씨가 공개 석상에 모습을 드러낼 경우 여권이 ‘7시간 통화’ 논란 을 고리로 네거티브 공세를 강화할 수 있다는 우려도 적지 않다. 선대본부 관계자는 통화에서 “내부에서는 '대선 후보의 배우자도 공인인데 숨어 지내듯 하는 것은 바람직하지 않다'는 의견에 힘이 더 실리고 있다”며 “당장은 윤 후보의 손이 미치지 않는 곳을 찾아가는 조용한 행보를 할 것 같다”고 전망했다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5789265716,우리 부모님은,https://www.fmkorea.com/index.php?mid=subculture&document_srl=5789265716&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=28,꿀딱이,2023.05.21,61,내가 그림 그리는게 좋으신가봐가끔씩 나한테 요즘 그림 그린거 있으면 보여달라 하시고 나중에 학원도 조금 다녀보고 싶다고 하니까 지원해줄테니 다니고 싶으면 다녀보라고도 하시고타블렛도 부모님이 사주셨음하지만 그림이 그림이라 뭔가 보여드리기에  눈치보여.....그냥 아들이 뭔가에 관심 있어 하고 계속 하는게 좋으신거겠지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6097558598,스카마카 어째 아탈란타로 왔소..,https://www.fmkorea.com/index.php?mid=football_world&document_srl=6097558598&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=494,노경은총,2023.08.21,121,좀 그림이 묘하네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5735836201,스포) 가오갤3 이장면에서 헛웃음 터진,https://www.fmkorea.com/index.php?mid=movietv&document_srl=5735836201&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=42,플로렌스퓨,2023.05.03,220,누가 죽는다 말 존나 많았어서로켓 안죽고 마지막에 스타로드 쥰 줍는다고 뒤질뻔했을때 첨엔 진짜 죽는줄 알았는데 몸 얼어붙다가 얼굴 병신만들었을때 ㅋㅋ 안뒤지겠구나 하고 안심함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304252636,아이들 3연타로 알루쌤이 아이들 메이크업 관련 영상은 찍으려고 계속 섭외지만,https://www.fmkorea.com/index.php?mid=starfree&document_srl=6304252636&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=24,아이들,2023.10.21,65,아이들 패션 코디는 아무도 섭외가 없는 이유왜 그럴까를 우리 코디가 알았음 좋겠네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7212769017,근데 시즈널사고 좆망햇는데 저거 스타로팔면 나 기분상할거같애,https://www.fmkorea.com/index.php?mid=baseball_game&document_srl=7212769017&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=77,웃음후보트윈스,2024.07.04,1453,공감해줘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377677376,[2022 J리그1] 2R 주빌로 이와타 VS 시미즈 S 펄스 선발라인업,https://www.fmkorea.com/index.php?mid=football_korean&document_srl=4377677376&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=195,타티코14,2022.02.26,84,<주빌로 이와타 VS 시미즈 S 펄스>-2022/2/26 (토) 13:30-시즈오카 에코파 스타디움# 주빌로 이와타 3-4-2-1미우라 류키(21)야마모토 노리미치(2) / 오이 켄타로(3) / 이토 마키토(6)스즈키 유토(17) / 엔도 야스히토(50) / 야마모토 코스케(23) / 마츠모토 마사야(14)가네코 쇼타(40) / 오모리 코타로(8)스기모토 겐유(9)////# 시미즈 S 펄스 4-4-2벤자민 코롤리(32) / 스즈키 유이토(23)야마하라 레온(29) / 시라사키 료헤이(18) / 타케우치 료(6) / 카미야 유타(17)카타야마 에이이치(7) / 스즈키 요시노리(50) / 타즈다 유고(2) / 하라 테루키(4)곤다 슈이치(21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704356154,[ 클라비스 공지 ] - 7월 26일 토요일+좋은 소식,https://www.fmkorea.com/index.php?mid=afreecatv&document_srl=8704356154&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=78,온리팬스,2025.07.26,240,"오뱅정💠7월 26일 토요일+좋은 소식클라비스(nclavis06)2025-07-26 22:48:19조회2상세정보 —————————————————————오뱅정💠7월 26일 토요일—————————————————————​— — 💠— —토요일 방송은 뱅으로총 14시간 10분 가량 진행했어요함께 해준 만드라들 고마워요!— — 💠— — 3줄요약1. 왜 다들 '봉준호'감독님의 영화에 열광하는지 알겠다 2. 스타 찍먹하려했는데 진짜...3. 돈에 눈이 멀어 양심터진선택을 ... 아침에는 간단히 빵에 커피를 먹었어요또 슬슬 뭔가 바빠지기 시작한 클라비스바빠지면 아침이나 개인 생활을 챙기는데 쓰는 에너지가 아까워서일에 쏟느라고 밥챙기는게 잘 안되더라구요 ㅋㅋㅋ 아침뉴스도 흥미로운 이야기들로 가득햇어요(냥천님이 뉴스만 컷편집을 해주셨는데 오옹 뉴스만 모아놓은 것도은근 듣방용으로 괜찮네요ㅋㅋㅋ 제 목소리만 좀 더 가다듬으면...유튜브 영상으로 짧은 키리누키랑 뉴스 소식 편집본 올라왔습니당) 뉴스를 마치고나선 기생충 보기 전에 짜빠구리를 시켰어요 ㅋㅋㅋ거기에 맥주 1500cc까지!그리고 12시 되기 전까지 이상형월드컵을 했습니당최고의 스트리머와 최악의 스트리머 관련된 거였는데청자분들이 생각하기엔 어떤게 좋은지 싫은지 이야기했어요오옹... 그러니까 최고의 스트리머에서 재능적인 부분빼고노력적인 부분에서 커버되는건 하는게 좋은거고최악의 스트리머는 하면 안되는 지표인거고!좋은데?라는생각이 들었어요 ㅋㅋ 그리고 기생충을 봤습니다와... 제가 기생충을 안보기도햇지만관련된 내용들도 보지않아서봐야지만 알수잇는 반전이 있었네요...다들 봉준호 감독님의 작품에 열광하는 이유가 있는 것 같아요'킥'이 확실하신... 기생충보고나선 조금 쉬었다가스타찍먹을 하게되었습니다사실 스타 결제를 해야한다고해서 스윽-발 빼려고 했는데 ㅋㅋㅋㅋ우리 또그라조님이 사라고 툭-해주셔서와앗!ㅋㅋㅋㅋ하게되었는데요 일단 컴퓨터랑 1대 1 하기 미션이  걸린 상황이었기에스토리 조금 밀다가 1대 1을 해보았습니다프로토스로 저그 이기기였는데물량으로 찌발리고그래서...치트로 지도 다 보고 하라고 하셔서그렇게해가지고 겨우겨우 ! 이겼는데요!어라 다 끝나고보니 시간이 훅 지나가 있었어요ㅋㅋㅋ4시간이 훌쩍...ㄷ;;; 다 끝내고나니 치트없이 1대 1 컴퓨터랑 이기기를다시 걸어주신 발유동1님감사합니다 :D 그렇게 방종을 하려고 했는데드디어 비키니 확정으로 ㅋㅋㅋㅋ팬가입과 함께 사주셔서 잊고있었던 ㅋㅋㅋ확정이 떠올랐어요 사주셔서 감사합니다!룰렛으로 뽑으신분들도 마찬가지지만이쁘게 찍어서 가겟습니다아 그러다 갑자기...?!에너지 숫자 맞춰주신다고...1885개를...(?)어라 ... 나 또 고장났어하니웰님 감사합니다아ㅠㅠ 그러다 분위기가 어째 수금(?)분위기어라라 근데 미션을 주시는게네?170CM되기요?네?남자가되기요? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니...진짜.. 이건...어케 깨요...아 이게 돌고돌고돌고양심터지지않으려고햇는데아진짜 양심 안터지려고햇는데결국 양심터진선택을 했어요맞아요.. 양심터졌어요..양심터지고 눈물도 터졌어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 진짜 이게 뭔일이지 싶을정도로이번달에 엄청 크게크게 받아서..너무 감사하면서도제 스스로 열심히하고있는가를또 돌아보는 계기가 되면서앞으로 나아갈 힘이 되어주셔서 감사합니다  컨텐츠적으로 도움주시는 분들,후원으로 응원해주시는 분들,미션으로 갠방이든 합방이든 걸어주시는 분들채팅으로 함께 떠들고 웃고 이야기해주시는 분들,조용히 들으시며 좋아해주시는 분들... 앞으로도 방송규칙 잘 지키며함께 웃고 떠들면 좋을 것 같아요💛헤헷... 애정..해 사랑해!!! +오늘 아침에 타로에서'기다리던 좋은 소식이올거에요가 떴는데여우도시 합격했습니다...ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ너무 감사합니다!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7804522631,아이패드 추천 부탁드립니다.,https://www.fmkorea.com/index.php?mid=digital&document_srl=7804522631&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=15,야말란,2024.12.10,2118,동생 졸업선물로 아이패드를 사주려고 하는데 동생이 사달라고 보낸게 아이패드 10세대입니다.그런데 동생이 그림용도로 쓴다고 했는데 찾아 보니까 10세대는 애플펜슬 2세대가 안된다고 하고 usb c는 필압적용이 안된다고 하더라고요. 그래서 에어 4세대를 사줄까 생각중인데 지금 4세대를 사도 쓸만 할까요?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405159054,여친이사주는 떡볶이,https://www.fmkorea.com/index.php?mid=free&document_srl=6405159054&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=66,짭뇨띠,2023.11.17,22,같이 분식 먹을 땍 행복했는뎅 힝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915673409,경리신 점점 이성 잃어가는게 19 씨발태랑 똑같은,https://www.fmkorea.com/index.php?mid=baseball&document_srl=2915673409&search_keyword=%EC%8B%A0%EC%A0%90&search_target=title_content&page=8,민선,2020.05.22,107,며칠전에 좌우좌좌에 김주한 내는거보고기태신 19 전반기 생각난친구는 닮는다더니 ㅋㅋ심지어 오늘 선발인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223710995,어쩌면 홈석침투는 가장 좋은 결과를 낳을 수 있는 관람이 아닐까?,https://www.fmkorea.com/index.php?mid=football_korean&document_srl=6223710995&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=131,기리더의묵직행보,2023.09.26,520,어차피 홈석침투해서 안 쫓겨나려면 겉으로는 포항 열심히 응원함 -> 포항이 이길 때 승리한 분위기를 맛 볼 수 있음홈석 침투했는데 울산이 골 넣고 이기면 '그래도 지구는 돈다' 메타로 마음속으로 맛있어 하면 댐....!!!!이거다 이게 마따!!! 그냥 홈석 잡아서 위장고철 하자 엌ㅋㅋㅋㅋㅋ 당장 예매하러 간다~~......???아오 ㅅㅂ 홈도 매진이네 ㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6553711575,근데 혐석이 밥사주라고는 하는데,https://www.fmkorea.com/index.php?mid=ib&document_srl=6553711575&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=178,팟수트수치준생,2023.12.28,201,사실 혐석이 복무중인데 서울올라와서 밥 얻어먹고 내려가는게 더 돈들고 귀찮을듯 나머지가 전부 창원가는게 아닌이상 ㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701975804,삼전 자사주 매입 정보 미리 흘렀다고 확신한다,https://www.fmkorea.com/index.php?mid=stock&document_srl=7701975804&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=461,골드다,2024.11.16,2225,기관이 존나 사니깐이 새끼들이 왜 사지왜사지 하다가정보 존나 돌아서 외인들도 매수세로 전환했나바닥이라고 사기에는 이상하긴 했는데그냥 기관 윗분들이 오다 세게 내려서 손해봐도 사라고 오다 받은 줄알았지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6932013784,요코 타로와 김형태의 인터뷰에 대한 반응,https://www.fmkorea.com/index.php?mid=other_game&document_srl=6932013784&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=24,세츠나76,2024.04.17,1622,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672130981,나이먹으니 아버지 말씀이 이해가 가기 시작하내오,https://www.fmkorea.com/index.php?mid=gf&document_srl=1672130981&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=15,하스티르,2019.03.16,219,"중고등학생때까지만 해도 가족끼리 밥먹으러가면 뷔페나 무한리필집 안가고 항상 정식집이나 파인다이닝만 가는게 싫어서 왜 이런데만 가서 배부르게 안먹냐고 투정부렸었는데 그때 아버지가 비싸게, 조금 먹어도 제대로된 음식을 먹어야 한다고 하셨던 기억이 나네요. 요즘 한끼만 먹거나 안먹고 저녁에 술 한두잔만 마셔도 충분하다고 느껴지니 아버지 말씀이 옳았다는 생각이 들어오.그리고 그때의 제가 얼마나 멍청했는지도 이제서야 알았어오좋은거 사주는데 9900원 무한리필 타령이나 하는 아들이라니개한심...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7784187214,와 쌍칠햄 안목 뭐야,https://www.fmkorea.com/index.php?mid=ib&document_srl=7784187214&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=92,Morrigha,2024.12.06,205,바로 경찰 사주인거 추측해버리네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8776865954,카린) 아리사가 밥을 사준다고 멀리 왔으니까 한우 사준다고 했는데 / 채팅) 세번 물어봤어? / 카린) 아니? 회의때 얘기했어 '나 돈없어'라고,https://www.fmkorea.com/index.php?mid=ib&document_srl=8776865954&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=26,kanozomi,2025.08.12,205,카린) 나도 언젠간 밥 사주길 (....),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
