번호,제목,글쓴이,작성일,조회,추천,링크,본문,갤러리,날짜,닉네임,IP,상세날짜,댓글
869825,사주풀이도우미 싸이트 결제할만 하냐????,ㅇㅇ(58.126),2021-12-30,277.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=869825&search_pos=-870386&s_type=search_subject_memo&s_keyword=사주&page=11,만이천원하던데,,,,,,
17107595,무토 경금 임수는 생받는 게 좋은 일간이 아님,ㅇㅇ(118.235),2021-08-07,16937.0,203.0,https://gall.dcinside.com/board/view/?id=divination&no=17107595&search_pos=-17055549&s_type=search_subject_memo&s_keyword=사주&page=10,"댓글 보니 뭣도 모르는 애들 많네 무토는 애초에 설기당하는 게 귀격이라고 고서에도 나옴 그래서 무토 인비다가 범죄자도 많고 쓰레기라는 거고 (강호순, 헤이샤 등) 무토는 무조건 수목으로 이뤄진 사주가 좋은거임 신약이 귀격이라고 갑목에 극 당해서 소토되든 임수 막으며 설기 되든 다 괜찮음 식다만 아니면 되고 화토로 신강만 아니면 괜찮은 거임
그리고 경금도 마찬가지야 생받는 게 좋은 게 아니라 불로 제련되야 사람 된다고 고서에도 나옴 정화로 제련되고 임수로 씻는 게 제일 좋음 실제로도 박수진이 화에 둘러쌓인 재극인 사주고 (남편은 자기 설기하는 임수) 박수홍이 토다지 즉 경금은 관이 쎄고 신약한 애들이 귀격임
고서에 신강하면 반드시 타간에 해를 입힌다고 나오는 임수 역시 생이 좋은 일간이 아님 이건 유명해서 다들 알겠지만 갑목, 인목으로 설기하는 게 베스트고 너무 왕하면 범람하지 못하게 무토로 가둬야만 함 그래서 여기도 신약이 귀격임
뭐 개나소나 생 받는 게 좋은 줄 아나본데 그건 정화랑 기토처럼 본인들은 연약한데 금 지지고 나무 키우는 것 같은 버거운 일을 해내야 하는 애들이 그런거지 절대 모든 일간이 다 생이 좋은 게 아님 병화랑 계수는 본인들 자체가 강하지만 조후 조절을 하고 다녀야 해서 무경임처럼 극 당해야 하는 건 아닌데 쟤들은 저렇게 해서 힘 빼야 됨 그래야 남들하고 더 잘 어우러지고 사회 생활도 더 잘 함
무토는 신강하면 정관인 을목도 묻어버릴 수 있어서 이건 우습게 볼 문제가 아님 그니까 무경임은 니들 생해줄 사람 찾지마 경금 중에 결혼 잘한 박수진과 민효린의 남편이 임수, 계수인덴 다 이유가 있는거임 니들은 너무 쎄서 설기돼야 돼 쉽게 말하면 저 셋은 기본 베이스가 너무 무식하게 쎄서 극 당하거나 설기로 힘을 빼야 사회화도 되고 좋단 얘기임",,,,,,
6379735,여자가 정인이고 남자가 상관인 궁합,ㅇㅇ(223.62),2024-05-06,355.0,4.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=6379735&search_pos=-6349934&s_type=search_subject_memo&s_keyword=궁합&page=1,"되게 많던데
여자가 재성이고 남자가 관성인 것보다
여자가 남자쪽을 생하는 관계가 더 많은가",,,,,,
15154394,나도 사주좀봐줘 지금 존나힘든데 내년 더 힘들어?,요술양탄자,2020-11-15,36.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=15154394&search_pos=-15115549&s_type=search_subject_memo&s_keyword=사주&page=15,ㅠㅠ,,,,,,
9208361,사주봐주세요,ㅇㅇ,2025-07-08,22.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=9208361&search_pos=-9160386&s_type=search_subject_memo&s_keyword=사주&page=17,- dc official App,,,,,,
3505613,사주에 금목 둘중 하나라도 앖으면 결혼이 안되는 이유가,ㅇㅇ(115.90),2023-01-22,156.0,4.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=3505613&search_pos=-3490386&s_type=search_subject_memo&s_keyword=사주&page=16,"금만 있고 목 없으면 인간미가 없어 지혼자 삼
목만 있고 금 없으면 내 테두리 바운더리안에 내사람 못가둠
운에서 천간으로 쎄게 들어와서 채워주면 결혼 가능하지만",,,,,,
8892615,이 사주 결혼 2028년이 나아 2030년이 나아?,역갤러(1.237),2025-05-19,69.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=8892615&search_pos=-8840386&s_type=search_subject_memo&s_keyword=사주&page=4,,,,,,,
13350542,머리 좋은 사주 기준이 뭔데 ??,ㅇㅇ(118.223),2020-03-28,196.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=13350542&search_pos=-13315549&s_type=search_subject_memo&s_keyword=사주&page=12,- dc official App,,,,,,
7332997,미친듯이 우울할 때 사주를 봐서 좋은 얘기를 들으려고 했는데,역갤러(118.176),2024-09-24,105.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=7332997&search_pos=-7300386&s_type=search_subject_memo&s_keyword=사주&page=21,"안 좋은 이야기를 들으니까
뭐 어떻게 해야할지 모르겠넹
예전에 봤던 사람한테 가서 또 본 건데
예전엔 희망적인 이야기를 해주더니
이번엔 왜 좋은 얘기를 해달래도 안 해주지?
뭐지... 사주가 바뀔 리도 없고",,,,,,
5515027,대기업 전문직 사주 궁합 봐줘!!,역갤러(211.234),2023-12-29,116.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=5515027&search_pos=-5490386&s_type=search_subject_memo&s_keyword=사주&page=11,"직업을 쓴 이유는 사실이긴 한데..
이렇게 하면 많이 봐줄까봐 ㅋㅋㅋㅋ
어그로 좀 끌었어요!!
죄송합니당ㅎㅎ…
요즘 자주싸워서 걱정이긴한데..
서로 많이 좋아해요..
직업 조건 다 떠나서
백수여도 계속 만나고 좋아할 자신 있을 정도로요!
그치만.. 순수하게 좋아하는 감정과는 다르게
짜잘하게 다른 점이 보이니..
궁합이 어떤 지 궁금합니다..
여자
96.11.19
17:45출생
남자
94.11.12
22:00 출생
혹시 궁합 봐주실 분 계실까요?? ㅎㅎ
고칠 점이 있으면 고치고
대비할 점이 있으면 대비하고
싶습니다 ㅠㅠ
부탁드리겠습니다 ㅠㅠ
짧은 댓글이라도 감사히 받겠습니다! ㅠㅠ",,,,,,
8204540,이 여자 사주 식신제살 제대로 되고있는거 맞음?,ㅇㅇ(118.235),2025-02-01,145.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=8204540&search_pos=-8160386&s_type=search_subject_memo&s_keyword=사주&page=8,- dc official App,,,,,,
10732793,타로 봣는데 내가 내 수호신보다 기운이 세대,ㅇㅇ(223.62),2019-05-25,56.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=10732793&search_pos=-10705549&s_type=search_subject_memo&s_keyword=타로&page=1,ㅅㅂㅋㅋㅋㅋㅋㅋㅋ수호신..맞니..?,,,,,,
3756106,사주봐준다 처올려라 ㄱㄱ,얘수(121.125),2023-03-05,55.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=3756106&search_pos=-3740386&s_type=search_subject_memo&s_keyword=사주&page=13,,,,,,,
16475395,전남친들 일간에서 합이 되네,ㅇㅇ(115.22),2021-05-16,267.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=16475395&search_pos=-16425549&s_type=search_subject_memo&s_keyword=사주&page=6,"둘다 일간에서 정임합이 되네
정말 싫어하는 첫남친은 인오술로 일지 방합까지 되네
근데 재다 관다 남자들은 그냥 돈벌어주는 기계라고 해서 인연이 아니었듯 하다
난 애보다 남편 먼저 사주라고 했거든
- dc official App",,,,,,
6517911,화류계 사주 아니지?,역갤러(111.108),2024-05-24,629.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=6517911&search_pos=-6489947&s_type=search_subject_memo&s_keyword=신점&page=1,"방금 신점봤는데 화류계 뭐라뭐라하길래 좀 빡침
이때까지 이런얘기한번도 들어본적없거든",,,,,,
896001,이사주 올해어떻냐,ㅇㅇ(223.39),2022-01-02,66.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=896001&search_pos=-900386&s_type=search_subject_memo&s_keyword=사주&page=21,작년 직장문제때문에 좀 힘들었다,,,,,,
14809634,신축년 조열vs차가운 사주 누가 조은거임?,ㅇㅇ(122.36),2020-09-29,637.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=14809634&search_pos=-14775549&s_type=search_subject_memo&s_keyword=사주&page=22,헿,,,,,,
16600544,니 부모가 사주를 준게 아니고 니가 선택한거야,ㅇㅇ(78.108),2021-06-02,64.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=16600544&search_pos=-16555549&s_type=search_subject_memo&s_keyword=사주&page=18,하루만 빨리 나오지 그랬냐 하루 늦게 나오던가,,,,,,
13953425,내 사주 결과,ㅇㅇ(175.126),2020-06-11,68.0,1.0,https://gall.dcinside.com/board/view/?id=divination&no=13953425&search_pos=-13915549&s_type=search_subject_memo&s_keyword=사주&page=12,,,,,,,
130503,진짜 용한 무당집에서 사주보고싶다,ㅇㅇ(59.1),2021-09-22,103.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=130503&search_pos=-130386&s_type=search_subject_memo&s_keyword=사주&page=1,미래의 모습까지 다알려주는곳,,,,,,
12730503,혹시 어떤 사주 가지고 극과 극으로 해석할수도 있는거임?,ㅇㅇ(223.38),2020-01-14,78.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=12730503&search_pos=-12695549&s_type=search_subject_memo&s_keyword=사주&page=12,"어떤 역술가는 존나 좋은 사주라고 하고 어떤 역술가는 안 좋은 사주라고 해석할수도 있음?
예를 들어 거렁뱅이 사준데 일 안한다고 왕자 사주로 해석할수 있는거?",,,,,,
16223333,사주 알고 나니까 인터넷도 진짜 달라보임,ㅇㅇ(39.7),2021-04-08,90.0,2.0,https://gall.dcinside.com/board/view/?id=divination&no=16223333&search_pos=-16175549&s_type=search_subject_memo&s_keyword=사주&page=6,"20대 초에 더치페이 데이트 통장 이딴 거 하자고 선동하고 다니던 여초 사이트 여자애들 나이 먹고도 민주당 계속 빨면서 강간마 빨아주는거 봐라
이거 남자복 빻아서 이러는거거든
여자 패고 이러는 놈들은 좌좀 마누라 데리고 살 운명인데 그것도 모르고 낄낄 거리고 있고",,,,,,
3986171,유튭 정ga연이라는 사주,ㅇㅇ(174.202),2023-04-13,37.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=3986171&search_pos=-3970386&s_type=search_subject_memo&s_keyword=사주&page=13,"우연히 뗘서봄 본인실력좋다 자랑은 사주쟁이특이라 쳐도 말투똑똑한척 오지면서 하이라이트 ㅡ  제가이거공부하느라 nn년걸림 님들은 쉽게 배움가능 구독멤버십 빨리 안하고 뭐함 재촉하는 분위기임
십중팔구 사주에 뱀사자들었을 촉인데 본인사주 썰풀때 대략 알겠더라",,,,,,
13690394,정사일주에 싸이코가있다는데,우보,2020-05-09,332.0,1.0,https://gall.dcinside.com/board/view/?id=divination&no=13690394&search_pos=-13655549&s_type=search_subject_memo&s_keyword=사주&page=17,"네이버 사주블로그가보니
좀쎈표현들이 많네",,,,,,
3201264,방시혁 사주 보는거 같음,ㅇㅇ(117.111),2022-12-08,813.0,11.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=3201264&search_pos=-3190386&s_type=search_subject_memo&s_keyword=사주&page=13,"신강남
금수쌍청
-
뇌
-
랩몬
무인성
병오일주
-
심장
-
정국
이
두
축으로
존나
조화롭게
굴러온
듯
- dc official App",,,,,,
15109402,사주어때?,푸딩(124.50),2020-11-09,32.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=15109402&search_pos=-15065549&s_type=search_subject_memo&s_keyword=사주&page=3,"ㅇㅇ
- dc official App",,,,,,
4034513,사주좀바주세요,ㅇㅇ(220.122),2023-04-20,37.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=4034513&search_pos=-4020386&s_type=search_subject_memo&s_keyword=사주&page=25,이거 신강인가요 신약인가요??,,,,,,
4286657,아까 사주봐주신분 감사합니다.. 덕분에 자ㅡ살안하고견디겟습니다,ㅇㅇ(118.235),2023-05-30,149.0,1.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=4286657&search_pos=-4270386&s_type=search_subject_memo&s_keyword=사주&page=18,"ㅈㄴ 구구절절임 주의
우선 봐주셔서감사합니다 ㅎ 진짜잘보시네요
전 죽어더 국내에서일하고싶고 국내가최고인데••
저 외국어 전공에 학교도 외대고요....
외국계에서 인턴했었어요.........
남자친구도 유학생이었고,,,,,
하려는 일도 기술영업이라 지방에있고 해외영업 해외마케팅
맞습니다..ㅎㅎ
죽어도 국내에서일하고싶고
집근처 서울에서일하고싶어서 굿판이라도벌리고싶네요
올해 을묘대운에 계묘세운까지 맞아서 묘유충 두개나맞는데
자ㅡ살안하고 견뎌보면 되겟죠..
수용신인데 곧 수용신도끝난대서... ㅈㄴ암울하지만 견뎌볼게요
특정대기업들 계속 최종에서 낙방하고있어서 진짜 우울해서
자ㅡ살시도엄청 햇거든요
차라리 지방이라도좋으니까 뽑아줘 마인드에요지금
팔자좋은거... 어떻게보면 맞습니다...
근데 직업이 공망이다보니 커리어랑 스펙에 미쳐서
인간관걔고뭐고 다 포기하고 건강도포기하고 살았거든요..ㅎ
팔자 다 갈아넣어서 커리어랑 직업에 쏟아붓는중임
올해 졸업하고 취뽀해서 다시찾아뵐게요 역갤.. 안녕...
아니 그전에도 눈팅자주들어올게요
자소서쓰는데힘들어서 ㅎ 이게맞나 하고와봣는데
덕분에 파이팅합니다",,,,,,
15713269,나 올해 사주 엄청좋은데 왜이러지,ㅇㅇ(115.23),2021-01-26,126.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=15713269&search_pos=-15675549&s_type=search_subject_memo&s_keyword=운세&page=1,"지금까지 본 운세 중 제일 좋은 해같아 4월에 딱 대운바뀌고 정기적으로 돈 벌수 있는 대운이라고 하셔서 지금 백수인데 기대중이거든
근데 오늘 왜이렇게 심장떨리고 답답할까 미래가 너무 답없는거같아 울고싶어",,,,,,
3741472,미시생으로 태어나도 식상쓰기 힘든 사주야???,찐보(180.228),2023-03-03,75.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=3741472&search_pos=-3730386&s_type=search_subject_memo&s_keyword=사주&page=22,어??? 진짜 안돼???,,,,,,
14429266,나도 인다관설인데,ㅇㅇ(121.88),2020-08-10,209.0,5.0,https://gall.dcinside.com/board/view/?id=divination&no=14429266&search_pos=-14395549&s_type=search_subject_memo&s_keyword=사주&page=20,"내가 다니던 학원들 족족 망해감..
사주가 안좋은건 맞는듯.. 뭔가 나때문이 아닐까하고 미안해진다",,,,,,
10387223,윙윙이 사주 어릴때 별론데 나이들면서 나아지는구조지,ㅇㅇ(175.117),2019-04-07,62.0,0.0,https://gall.dcinside.com/board/view/?id=divination&no=10387223&search_pos=-10355549&s_type=search_subject_memo&s_keyword=사주&page=10,ㅇㅇ,,,,,,
8047853,내가 디시에서 사주까는 년놈치고,역갤러(58.123),2025-01-11,102.0,6.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=8047853&search_pos=-8000386&s_type=search_subject_memo&s_keyword=사주&page=2,"팔자 안빻은 년놈을 본 적이 없음 ㅋ
발작하고 발악해댈수록 꼭 대운마저 더 구려지더라고 ㅋ",,,,,,
4155334,37.9 손가락은 살아있어서 아직도 주작글 써대지?,저승사자@,2023-05-09,25.0,0.0,https://gall.dcinside.com/board/view/?id=divination_new1&no=4155334&search_pos=-4140386&s_type=search_subject_memo&s_keyword=사주&page=26,"역학갤러리에 고정닉 '저승사자@'에 관한 글을 악의적으로 게시하는 분들이 있는 걸 알게되었습니다.
필요한 조치인 것 같아 글을 작성합니다.
직간접적으로 고정닉 '저승사자@'를 사칭 또는 도용한 무분별한 활동을 멈춰주시고, 본인들이 그럴수록 이용하는 관련 커뮤니티와 역학갤러리의 이미지는 더 나빠질 거라는걸 알고 계세요.
디시인사이드 온라인 사이트 및 어플에 개인정보를 무차별적으로 수집하는 걸 알고 있습니다.
사주팔자 일간 '정화' 올려치기 하지마세요.
고정닉 '저승사자@'는 일간 '경금'이고,
일간 '정화'를 좋아하지 않습니다.
식별 가능한 정보들로, 본인이 아닌 제 3자가 알 정도로 홍보행위에 악용된다면 그거 범죄 행위인거 아시죠?
디시인사이드 커뮤니티에서 악의적으로 개인정보를 수집하고 있는 사실을 알고 있습니다.
그거 범죄 행위인거 아시죠? 일부 컨텐츠도 제작하고 있는 걸로 알고 있는데 그만 두시는게 좋을겁니다.
불법적으로 수집한 개인정보를 컨텐츠 제작 및 홍보에 사용해 주시지 말기를 바랍니다.
가해자와 피해자는 명명백백하며 분명하게 드러난 상태입니다.
틱톡 tiktok.com/@dc.divination
유튜브 youtube.com/@dc.divination",,,,,,
